Date,Time,Product ID,Quantity
11-04-16,10:18:00 AM,40,9
18-10-16,11:42:00 AM,26,4
25-05-15,2:52:00 PM,41,9
05-11-15,9:57:00 AM,9,4
14-01-13,4:36:00 PM,8,6
18-11-15,1:51:00 PM,11,9
26-01-13,12:51:00 PM,26,9
26-08-14,4:31:00 PM,40,9
27-01-14,1:33:00 PM,51,1
03-07-14,11:47:00 AM,30,7
28-03-13,4:23:00 PM,43,1
01-12-15,2:36:00 PM,19,5
23-11-16,1:25:00 PM,18,5
03-11-14,10:12:00 AM,51,6
07-10-14,4:54:00 PM,5,6
13-04-16,3:22:00 PM,7,2
18-01-17,12:43:00 PM,46,1
13-08-13,10:57:00 AM,26,10
02-12-13,9:07:00 AM,37,3
01-12-15,4:22:00 PM,6,6
28-03-13,4:31:00 PM,26,3
24-06-13,3:49:00 PM,39,10
05-11-15,12:36:00 PM,32,2
19-09-16,4:20:00 PM,16,9
01-11-16,10:28:00 AM,11,3
11-06-13,9:40:00 AM,34,2
08-11-14,12:38:00 PM,39,6
23-06-16,2:19:00 PM,54,5
26-01-13,2:07:00 PM,3,6
21-01-17,2:28:00 PM,33,8
31-01-14,1:08:00 PM,45,6
31-08-15,1:59:00 PM,34,4
24-09-15,1:11:00 PM,20,3
11-08-15,4:00:00 PM,40,6
15-02-13,1:17:00 PM,3,10
24-06-15,10:05:00 AM,39,4
15-06-14,9:37:00 AM,57,3
29-03-14,12:25:00 PM,40,2
11-06-15,1:25:00 PM,6,4
06-08-16,4:44:00 PM,38,5
30-08-14,9:19:00 AM,25,1
16-09-13,11:36:00 AM,36,8
30-06-16,12:49:00 PM,17,5
31-07-13,10:51:00 AM,6,10
03-06-14,9:00:00 AM,44,4
31-10-15,4:10:00 PM,24,4
22-06-14,2:08:00 PM,55,7
09-03-16,2:41:00 PM,53,3
29-09-16,10:08:00 AM,28,3
11-05-15,1:52:00 PM,17,8
17-09-13,11:53:00 AM,55,5
19-05-14,3:20:00 PM,14,6
27-08-16,10:25:00 AM,53,2
14-07-16,3:07:00 PM,46,8
12-01-14,9:42:00 AM,40,1
08-09-14,4:22:00 PM,37,3
14-05-16,9:55:00 AM,52,8
20-10-14,3:42:00 PM,30,8
04-09-13,10:33:00 AM,4,2
25-10-15,10:11:00 AM,53,10
16-08-16,2:17:00 PM,30,5
23-02-13,4:36:00 PM,45,6
20-07-14,10:47:00 AM,33,10
30-10-15,10:57:00 AM,37,3
02-05-16,11:34:00 AM,2,10
05-12-14,9:24:00 AM,15,3
31-05-16,3:22:00 PM,3,3
29-12-14,9:02:00 AM,37,8
29-07-16,3:36:00 PM,7,5
14-07-15,3:51:00 PM,1,7
24-11-13,1:37:00 PM,38,6
13-01-15,10:44:00 AM,34,3
29-12-16,1:07:00 PM,23,3
14-11-14,1:46:00 PM,55,4
10-10-16,2:16:00 PM,49,10
27-01-15,9:38:00 AM,29,4
03-10-16,3:44:00 PM,55,4
31-01-15,2:33:00 PM,7,4
10-03-13,1:49:00 PM,45,5
26-03-15,4:36:00 PM,53,7
28-07-15,12:07:00 PM,17,4
16-11-14,9:39:00 AM,11,8
29-05-14,9:44:00 AM,49,2
06-07-16,4:02:00 PM,14,2
12-12-16,1:19:00 PM,48,3
09-11-13,1:52:00 PM,32,8
25-06-15,10:32:00 AM,40,5
06-02-16,3:57:00 PM,24,5
16-03-16,11:20:00 AM,10,8
06-04-15,9:13:00 AM,38,4
23-10-15,9:26:00 AM,27,7
29-09-14,1:50:00 PM,40,8
26-02-13,9:46:00 AM,53,6
26-03-13,1:14:00 PM,5,2
13-06-13,3:49:00 PM,14,4
26-01-15,9:11:00 AM,50,9
23-03-16,2:29:00 PM,44,9
21-10-15,1:51:00 PM,11,8
20-09-14,11:06:00 AM,54,6
15-02-13,3:13:00 PM,51,6
11-05-16,10:15:00 AM,13,1
20-06-14,4:07:00 PM,15,9
29-07-13,1:40:00 PM,21,5
08-04-14,11:48:00 AM,22,7
19-05-15,4:23:00 PM,8,5
02-12-14,1:56:00 PM,10,8
15-06-14,9:14:00 AM,25,8
28-11-16,9:53:00 AM,35,1
01-02-16,4:53:00 PM,10,9
15-05-15,9:32:00 AM,1,1
19-05-13,11:26:00 AM,43,5
07-06-16,1:27:00 PM,25,9
25-01-17,3:31:00 PM,36,5
16-05-14,12:53:00 PM,2,4
17-07-13,12:44:00 PM,28,10
12-11-16,11:12:00 AM,3,7
04-11-16,1:44:00 PM,42,8
06-10-15,9:45:00 AM,44,7
03-10-14,4:22:00 PM,11,1
21-05-14,2:10:00 PM,36,3
21-05-15,10:04:00 AM,41,3
05-07-14,10:41:00 AM,56,3
07-02-16,2:22:00 PM,27,1
28-06-16,11:59:00 AM,15,8
24-08-13,9:32:00 AM,54,6
27-12-15,9:06:00 AM,20,7
01-03-16,2:33:00 PM,26,2
07-11-15,4:35:00 PM,30,8
21-03-15,12:54:00 PM,33,7
03-08-16,9:21:00 AM,23,2
20-11-14,4:37:00 PM,32,3
03-09-13,12:03:00 PM,22,6
30-08-16,3:49:00 PM,20,2
03-01-14,9:40:00 AM,2,1
09-04-15,11:08:00 AM,10,8
22-05-14,3:47:00 PM,12,2
17-11-16,4:54:00 PM,48,6
09-11-14,3:01:00 PM,52,2
12-05-16,9:02:00 AM,48,5
22-11-13,1:59:00 PM,8,6
05-06-16,2:46:00 PM,4,3
06-04-16,3:47:00 PM,48,7
28-04-14,9:09:00 AM,9,1
01-07-13,1:26:00 PM,56,8
12-08-14,1:07:00 PM,54,7
28-06-16,1:11:00 PM,13,4
19-12-15,1:39:00 PM,12,5
06-12-15,9:31:00 AM,25,10
24-02-15,1:31:00 PM,57,5
30-10-14,10:42:00 AM,54,1
13-11-15,1:24:00 PM,11,2
06-10-15,4:14:00 PM,56,4
09-01-15,3:49:00 PM,41,9
19-12-16,11:29:00 AM,30,3
16-07-15,3:00:00 PM,24,6
13-11-16,3:33:00 PM,51,1
25-03-15,9:30:00 AM,26,10
03-08-15,9:28:00 AM,8,3
11-01-17,4:40:00 PM,14,10
12-01-17,3:18:00 PM,49,8
31-07-16,4:36:00 PM,44,4
07-01-15,3:31:00 PM,40,8
06-01-14,9:22:00 AM,54,6
01-05-13,4:48:00 PM,1,6
31-10-13,4:46:00 PM,16,4
19-08-16,4:25:00 PM,17,2
16-07-16,10:30:00 AM,14,2
04-04-13,3:04:00 PM,6,2
27-07-14,9:04:00 AM,31,10
29-01-17,3:42:00 PM,26,5
05-08-15,11:17:00 AM,54,1
16-09-15,9:12:00 AM,5,7
06-06-14,4:38:00 PM,50,10
09-02-16,11:06:00 AM,10,6
23-03-14,1:26:00 PM,20,9
14-10-16,11:28:00 AM,12,1
25-06-14,10:27:00 AM,28,2
20-02-16,4:01:00 PM,18,9
26-02-14,9:41:00 AM,20,3
11-03-16,2:16:00 PM,45,5
09-03-13,9:29:00 AM,43,10
14-08-13,1:51:00 PM,16,2
03-08-16,3:18:00 PM,37,8
27-06-15,1:13:00 PM,8,2
05-05-13,12:51:00 PM,23,10
16-11-14,9:49:00 AM,17,10
05-07-15,1:34:00 PM,30,1
10-02-14,2:16:00 PM,34,3
04-11-16,2:07:00 PM,8,9
13-08-15,12:26:00 PM,31,3
04-12-13,10:17:00 AM,4,9
25-07-16,3:30:00 PM,1,5
10-01-17,9:49:00 AM,47,6
30-09-15,4:24:00 PM,9,8
21-05-16,1:55:00 PM,45,5
15-11-14,2:18:00 PM,21,2
03-03-16,9:33:00 AM,40,5
02-04-16,12:20:00 PM,46,1
05-02-13,11:55:00 AM,52,2
27-09-16,1:24:00 PM,21,2
24-06-16,10:01:00 AM,33,3
25-03-16,10:48:00 AM,39,3
26-09-14,9:02:00 AM,22,5
29-04-13,2:43:00 PM,52,9
31-08-13,3:10:00 PM,54,1
16-07-14,2:06:00 PM,34,7
19-08-15,1:27:00 PM,1,4
27-12-15,3:59:00 PM,51,7
17-05-14,10:56:00 AM,20,2
07-02-14,2:49:00 PM,8,8
08-03-16,9:12:00 AM,51,7
02-03-14,2:24:00 PM,49,4
16-03-13,2:20:00 PM,51,8
25-07-15,3:32:00 PM,43,3
28-01-14,11:27:00 AM,51,2
17-03-13,11:49:00 AM,45,8
27-10-16,4:19:00 PM,16,5
02-04-15,12:58:00 PM,5,1
21-05-15,2:30:00 PM,16,4
13-12-15,9:37:00 AM,50,10
14-10-16,11:58:00 AM,12,7
25-09-15,10:19:00 AM,31,5
11-07-15,1:18:00 PM,31,2
18-01-15,11:14:00 AM,16,7
03-02-14,10:07:00 AM,46,5
03-11-14,3:41:00 PM,26,2
03-12-15,2:45:00 PM,10,4
16-09-14,2:30:00 PM,47,1
15-10-14,9:51:00 AM,56,9
03-10-16,9:09:00 AM,41,7
13-08-14,2:02:00 PM,12,2
10-07-13,2:08:00 PM,43,10
19-07-15,3:07:00 PM,23,5
15-04-14,2:30:00 PM,55,5
03-04-16,3:30:00 PM,31,8
03-12-15,3:20:00 PM,18,10
24-02-14,4:20:00 PM,30,5
07-01-16,11:13:00 AM,13,6
04-08-15,2:00:00 PM,26,10
25-10-15,9:19:00 AM,32,2
25-11-14,2:42:00 PM,3,3
25-09-16,3:20:00 PM,52,5
27-08-16,4:01:00 PM,24,7
16-11-14,4:48:00 PM,15,3
12-01-15,9:06:00 AM,16,5
26-01-17,10:36:00 AM,26,6
22-07-15,1:41:00 PM,23,2
17-03-13,12:55:00 PM,43,1
26-03-13,9:16:00 AM,35,9
26-05-16,1:24:00 PM,48,9
26-01-13,11:03:00 AM,16,1
20-09-15,9:14:00 AM,50,6
22-08-13,9:04:00 AM,36,8
21-09-14,4:12:00 PM,6,10
09-06-14,3:26:00 PM,30,6
15-07-16,12:01:00 PM,22,9
16-09-15,1:23:00 PM,15,4
25-02-16,2:59:00 PM,35,3
29-12-16,12:20:00 PM,18,2
06-03-16,2:02:00 PM,21,5
26-11-13,9:18:00 AM,17,8
15-02-13,4:44:00 PM,38,7
02-10-14,4:13:00 PM,33,2
20-08-14,4:36:00 PM,18,4
17-01-13,9:07:00 AM,13,7
18-10-16,12:24:00 PM,36,3
16-02-15,11:06:00 AM,46,6
11-04-13,11:57:00 AM,23,10
26-06-15,12:40:00 PM,12,4
07-12-15,11:13:00 AM,23,1
02-06-14,9:57:00 AM,33,3
23-10-13,4:53:00 PM,13,10
10-04-13,11:19:00 AM,53,10
06-06-13,2:49:00 PM,49,3
27-02-14,10:29:00 AM,32,4
20-10-16,2:07:00 PM,47,5
14-02-16,4:26:00 PM,35,9
30-08-15,4:32:00 PM,46,2
13-04-16,2:36:00 PM,39,7
09-07-16,11:55:00 AM,3,9
14-08-15,2:31:00 PM,51,2
12-08-15,1:29:00 PM,19,10
09-03-14,12:59:00 PM,11,4
01-05-15,12:53:00 PM,5,7
24-01-13,3:29:00 PM,20,4
01-11-14,12:30:00 PM,17,8
21-02-13,10:02:00 AM,23,5
25-04-14,1:32:00 PM,56,9
21-12-14,9:19:00 AM,43,7
01-02-13,2:59:00 PM,33,3
28-01-13,11:08:00 AM,10,6
08-12-15,1:03:00 PM,57,7
24-11-13,2:29:00 PM,56,3
01-04-15,2:23:00 PM,56,6
25-09-16,10:00:00 AM,57,8
21-01-15,1:13:00 PM,41,9
04-04-16,10:44:00 AM,42,1
23-03-16,12:48:00 PM,4,5
07-05-15,1:42:00 PM,48,1
13-06-16,11:55:00 AM,21,5
31-03-13,11:59:00 AM,36,6
23-02-15,4:17:00 PM,40,4
31-01-14,11:44:00 AM,22,7
05-04-14,3:19:00 PM,5,6
18-05-13,12:35:00 PM,55,4
05-05-15,12:43:00 PM,18,1
16-01-17,3:56:00 PM,4,2
06-05-13,1:18:00 PM,34,3
29-06-15,12:10:00 PM,3,1
14-06-13,1:36:00 PM,35,1
05-08-15,10:16:00 AM,22,10
21-08-15,3:19:00 PM,40,9
27-01-15,3:09:00 PM,46,7
13-08-15,12:34:00 PM,19,5
26-08-13,11:42:00 AM,28,1
04-01-13,3:22:00 PM,11,5
16-12-16,12:53:00 PM,50,4
26-04-13,4:51:00 PM,55,3
07-07-14,4:14:00 PM,45,6
29-05-13,9:56:00 AM,48,2
31-03-16,3:29:00 PM,30,8
12-11-13,10:08:00 AM,30,9
26-10-13,10:35:00 AM,15,10
27-07-15,1:41:00 PM,33,1
28-01-16,9:36:00 AM,31,2
09-02-13,11:38:00 AM,2,1
24-06-14,1:48:00 PM,16,9
27-03-15,3:29:00 PM,16,6
12-06-14,4:12:00 PM,19,6
20-08-13,1:27:00 PM,52,3
29-05-15,3:49:00 PM,37,2
25-12-13,4:26:00 PM,8,2
07-04-13,2:00:00 PM,27,4
05-10-14,3:25:00 PM,34,5
10-01-13,10:38:00 AM,15,5
25-02-15,9:01:00 AM,8,7
24-11-14,4:08:00 PM,21,5
12-05-15,3:37:00 PM,18,6
29-09-16,11:25:00 AM,16,6
06-01-15,11:16:00 AM,20,1
12-08-14,12:27:00 PM,49,9
20-06-16,9:42:00 AM,28,3
03-12-16,3:30:00 PM,2,8
27-12-15,12:29:00 PM,40,7
07-11-16,3:21:00 PM,19,7
10-08-14,9:14:00 AM,12,7
13-12-16,1:55:00 PM,7,9
08-05-14,3:36:00 PM,33,8
15-03-15,10:12:00 AM,2,7
30-05-14,12:15:00 PM,37,4
14-12-16,10:28:00 AM,21,3
01-10-13,3:27:00 PM,3,10
09-07-16,2:12:00 PM,29,2
26-11-13,10:48:00 AM,17,8
31-03-15,2:51:00 PM,15,10
29-05-16,2:30:00 PM,46,1
25-12-15,3:38:00 PM,22,2
04-01-15,1:21:00 PM,9,2
13-05-13,1:08:00 PM,41,8
12-02-13,11:43:00 AM,16,4
10-10-16,4:53:00 PM,19,3
10-12-14,10:15:00 AM,48,5
02-10-16,11:53:00 AM,15,7
30-09-14,4:53:00 PM,5,8
07-06-14,4:28:00 PM,53,5
15-07-16,4:15:00 PM,15,10
04-01-16,12:48:00 PM,57,3
19-05-14,2:38:00 PM,42,7
18-02-14,4:28:00 PM,22,5
30-10-16,4:30:00 PM,33,1
16-02-15,2:50:00 PM,13,10
06-07-15,12:12:00 PM,8,8
03-08-14,12:21:00 PM,6,7
05-07-13,9:09:00 AM,54,3
26-04-13,2:33:00 PM,17,4
13-06-14,3:31:00 PM,10,9
14-02-14,4:57:00 PM,12,10
06-01-15,1:37:00 PM,10,8
31-08-14,10:46:00 AM,57,2
06-06-13,11:36:00 AM,39,3
08-05-13,2:12:00 PM,10,9
08-01-14,3:55:00 PM,30,3
07-09-13,9:06:00 AM,6,4
01-09-16,1:10:00 PM,52,8
08-03-16,11:02:00 AM,30,10
28-02-13,1:17:00 PM,50,6
26-11-14,2:28:00 PM,33,5
25-12-15,10:00:00 AM,5,5
12-12-16,9:25:00 AM,15,8
26-02-15,11:47:00 AM,48,5
07-05-15,11:28:00 AM,46,6
26-05-13,11:45:00 AM,48,7
23-08-15,12:26:00 PM,10,10
03-06-15,4:09:00 PM,22,3
08-05-13,10:25:00 AM,24,3
03-04-16,4:34:00 PM,16,3
13-10-15,11:56:00 AM,31,8
01-03-16,11:02:00 AM,48,1
01-05-16,9:27:00 AM,36,4
20-02-13,12:09:00 PM,16,4
10-06-14,3:19:00 PM,55,6
24-01-16,2:23:00 PM,55,6
14-11-16,4:21:00 PM,2,9
04-01-15,12:45:00 PM,4,1
26-07-13,4:44:00 PM,45,7
22-06-14,2:59:00 PM,3,6
29-11-15,2:59:00 PM,54,10
15-08-14,4:39:00 PM,51,2
26-02-16,9:07:00 AM,43,6
01-11-15,9:33:00 AM,34,6
13-05-13,2:10:00 PM,22,4
12-08-15,4:49:00 PM,36,9
31-05-14,10:39:00 AM,15,10
23-03-13,11:01:00 AM,45,9
14-09-14,11:56:00 AM,36,6
03-07-14,10:03:00 AM,15,3
15-08-13,3:18:00 PM,25,8
15-03-13,10:05:00 AM,56,8
23-02-13,3:11:00 PM,49,4
26-08-15,11:12:00 AM,51,9
21-03-15,9:20:00 AM,42,9
19-06-14,9:11:00 AM,45,8
08-11-14,3:46:00 PM,23,7
20-12-16,10:10:00 AM,16,7
15-03-16,2:36:00 PM,10,10
28-11-16,11:14:00 AM,47,7
05-05-14,12:08:00 PM,56,8
02-05-14,1:20:00 PM,44,5
30-01-13,10:11:00 AM,38,7
14-01-16,12:59:00 PM,4,9
01-12-13,2:23:00 PM,3,9
19-03-16,9:46:00 AM,28,8
24-09-16,4:40:00 PM,42,7
29-09-16,4:43:00 PM,56,6
12-06-15,12:52:00 PM,52,2
09-09-13,2:52:00 PM,30,6
19-05-14,11:40:00 AM,4,4
10-07-16,1:19:00 PM,48,5
22-11-13,9:10:00 AM,43,10
12-10-13,2:05:00 PM,14,10
13-07-13,1:12:00 PM,28,10
04-02-15,11:42:00 AM,38,7
19-09-16,12:13:00 PM,15,1
06-10-13,9:19:00 AM,43,9
30-04-16,4:16:00 PM,7,1
05-09-15,10:11:00 AM,3,10
24-05-13,2:00:00 PM,18,1
02-07-15,10:52:00 AM,34,4
08-03-16,9:57:00 AM,23,3
25-02-13,4:44:00 PM,28,2
02-04-14,4:04:00 PM,51,10
06-06-13,2:44:00 PM,51,3
29-08-13,3:11:00 PM,43,9
23-03-15,11:36:00 AM,6,10
26-01-15,3:11:00 PM,3,6
16-04-13,2:12:00 PM,56,4
28-07-14,2:29:00 PM,20,10
13-04-14,9:37:00 AM,23,10
10-05-15,9:59:00 AM,9,5
08-03-15,9:49:00 AM,31,9
26-01-13,2:56:00 PM,2,2
12-12-16,2:08:00 PM,42,8
14-04-13,11:29:00 AM,31,5
18-05-15,9:07:00 AM,16,3
11-10-16,10:46:00 AM,23,7
22-09-15,10:50:00 AM,39,7
07-02-13,2:43:00 PM,49,5
20-04-14,1:20:00 PM,28,4
07-02-16,3:05:00 PM,13,7
28-05-14,3:38:00 PM,50,5
06-01-13,2:54:00 PM,52,6
21-11-16,12:56:00 PM,50,10
08-11-15,1:14:00 PM,30,5
14-05-13,4:22:00 PM,7,7
15-05-16,9:28:00 AM,38,10
06-12-14,1:35:00 PM,32,9
15-10-15,3:06:00 PM,4,5
23-02-16,1:07:00 PM,25,10
02-12-15,3:17:00 PM,3,10
04-07-15,4:25:00 PM,32,9
25-08-14,3:04:00 PM,5,1
06-02-15,9:34:00 AM,17,5
06-08-16,2:59:00 PM,28,9
16-05-13,2:49:00 PM,54,4
26-02-14,11:22:00 AM,20,9
18-06-15,2:24:00 PM,1,4
29-09-16,1:37:00 PM,35,4
21-05-13,12:01:00 PM,52,1
27-03-14,1:39:00 PM,47,6
19-03-13,2:18:00 PM,17,4
19-08-13,3:45:00 PM,6,5
20-03-15,9:40:00 AM,49,2
13-09-16,12:21:00 PM,3,3
12-03-15,12:25:00 PM,43,2
03-01-13,3:45:00 PM,56,2
25-04-14,9:23:00 AM,44,5
26-08-16,3:08:00 PM,10,1
01-07-13,4:37:00 PM,29,8
09-03-14,12:08:00 PM,4,5
09-10-16,9:50:00 AM,32,6
23-12-14,3:24:00 PM,8,2
27-07-13,10:19:00 AM,33,10
09-12-15,9:14:00 AM,3,8
21-06-13,2:10:00 PM,31,2
17-10-15,4:03:00 PM,48,5
07-07-13,3:57:00 PM,36,10
29-01-16,10:24:00 AM,47,1
12-08-14,2:40:00 PM,26,4
18-02-16,3:08:00 PM,53,4
22-09-13,1:28:00 PM,18,3
19-07-15,3:46:00 PM,54,8
31-07-16,11:18:00 AM,3,1
04-05-14,3:46:00 PM,37,7
29-03-13,2:16:00 PM,31,3
23-05-15,10:58:00 AM,26,10
23-01-13,11:14:00 AM,12,10
30-04-16,2:21:00 PM,36,1
06-01-13,12:23:00 PM,8,5
11-04-14,12:38:00 PM,27,6
25-04-16,1:47:00 PM,24,2
13-02-15,2:40:00 PM,16,5
13-10-15,2:00:00 PM,28,10
15-01-15,10:06:00 AM,9,3
25-08-15,3:57:00 PM,28,1
13-05-16,3:27:00 PM,40,9
03-01-13,12:46:00 PM,9,3
18-06-13,3:48:00 PM,41,1
26-10-16,4:23:00 PM,22,4
25-03-15,1:01:00 PM,32,8
04-11-15,3:15:00 PM,46,9
14-07-15,1:06:00 PM,4,8
11-08-15,9:57:00 AM,28,5
11-10-16,11:51:00 AM,27,9
05-07-14,12:19:00 PM,14,10
30-10-14,12:46:00 PM,14,7
19-08-14,4:56:00 PM,5,9
18-10-16,11:06:00 AM,2,5
10-07-13,3:44:00 PM,5,6
21-07-14,10:20:00 AM,51,7
15-12-16,10:23:00 AM,37,4
06-08-15,1:30:00 PM,1,8
07-09-16,4:26:00 PM,32,4
22-09-16,4:22:00 PM,52,10
13-09-14,3:20:00 PM,1,7
10-04-15,12:20:00 PM,3,8
11-06-15,3:28:00 PM,24,6
24-08-14,11:27:00 AM,48,1
22-10-15,10:42:00 AM,39,3
11-10-14,2:41:00 PM,38,3
14-03-13,10:30:00 AM,38,2
15-11-13,3:50:00 PM,22,5
11-12-14,9:29:00 AM,40,9
18-03-15,9:25:00 AM,48,5
31-08-16,2:10:00 PM,31,6
20-08-14,1:42:00 PM,19,6
13-08-16,11:29:00 AM,36,1
29-03-13,10:28:00 AM,24,3
15-01-16,11:45:00 AM,24,8
26-02-14,9:53:00 AM,29,5
23-11-15,11:41:00 AM,49,7
06-12-15,12:44:00 PM,28,5
06-07-16,9:01:00 AM,2,8
27-05-13,2:24:00 PM,46,9
23-12-13,2:34:00 PM,20,2
20-03-14,12:38:00 PM,18,4
15-07-16,4:30:00 PM,40,1
06-10-15,12:10:00 PM,57,3
28-05-16,9:06:00 AM,29,4
01-01-15,1:46:00 PM,9,10
02-04-14,11:33:00 AM,36,5
06-11-14,12:48:00 PM,48,2
28-11-16,9:29:00 AM,21,2
08-10-16,12:45:00 PM,28,10
27-12-13,11:12:00 AM,15,5
27-03-16,4:04:00 PM,21,1
19-03-13,1:18:00 PM,27,6
11-04-15,2:15:00 PM,15,8
13-09-15,1:45:00 PM,12,7
16-03-16,1:13:00 PM,25,2
07-07-13,10:02:00 AM,54,4
19-11-13,10:56:00 AM,47,3
01-12-14,10:36:00 AM,35,2
27-06-13,1:01:00 PM,53,3
08-09-13,1:14:00 PM,17,7
15-01-15,10:05:00 AM,20,7
05-10-14,10:58:00 AM,39,3
04-04-13,4:27:00 PM,35,3
02-01-15,9:41:00 AM,6,1
19-09-13,12:13:00 PM,48,2
10-06-14,2:52:00 PM,20,9
26-01-14,2:30:00 PM,44,8
22-03-14,11:39:00 AM,24,2
23-11-15,9:02:00 AM,56,7
22-03-15,9:34:00 AM,23,5
22-09-15,4:39:00 PM,12,1
04-08-14,4:04:00 PM,20,2
03-12-14,10:55:00 AM,42,4
02-10-14,3:55:00 PM,40,7
10-09-16,9:43:00 AM,8,7
27-06-14,10:30:00 AM,21,1
04-01-14,3:03:00 PM,41,4
23-12-16,10:25:00 AM,37,5
11-10-15,4:08:00 PM,42,6
17-01-16,2:13:00 PM,36,7
13-08-15,11:02:00 AM,17,7
31-08-15,12:44:00 PM,33,5
30-10-13,12:20:00 PM,17,4
26-10-16,4:13:00 PM,37,2
09-11-15,11:29:00 AM,35,4
10-06-14,4:26:00 PM,27,1
20-10-13,12:51:00 PM,55,3
07-10-13,11:08:00 AM,17,9
10-03-13,1:11:00 PM,6,5
15-06-15,4:28:00 PM,8,10
18-07-14,1:35:00 PM,52,4
10-04-15,10:37:00 AM,43,6
23-12-14,4:30:00 PM,40,7
24-06-14,12:44:00 PM,43,4
06-10-13,11:52:00 AM,43,10
19-04-15,3:56:00 PM,49,5
26-06-16,2:27:00 PM,42,7
15-04-14,9:33:00 AM,33,1
19-02-13,9:37:00 AM,7,6
03-09-13,3:28:00 PM,6,6
24-01-16,3:17:00 PM,8,2
24-02-14,4:08:00 PM,40,5
13-06-14,9:35:00 AM,40,10
06-04-14,9:24:00 AM,13,7
26-05-16,11:06:00 AM,24,4
31-08-13,2:27:00 PM,57,3
15-02-15,12:05:00 PM,12,8
21-10-16,1:01:00 PM,8,10
05-05-16,10:23:00 AM,1,10
01-01-13,3:19:00 PM,37,4
26-07-15,4:07:00 PM,8,3
16-04-16,1:53:00 PM,15,10
07-11-16,12:36:00 PM,23,10
20-12-16,1:27:00 PM,32,9
19-11-13,3:31:00 PM,28,2
25-03-16,1:50:00 PM,43,2
16-02-16,1:29:00 PM,52,2
30-12-16,1:50:00 PM,23,6
28-10-15,10:35:00 AM,51,4
25-09-14,9:52:00 AM,13,8
16-02-13,11:59:00 AM,27,9
20-04-16,11:20:00 AM,43,2
03-05-15,11:45:00 AM,14,2
16-03-15,1:20:00 PM,8,7
29-08-13,3:20:00 PM,10,1
16-07-15,9:39:00 AM,27,3
05-04-14,3:51:00 PM,55,1
14-01-15,11:41:00 AM,33,6
15-04-16,9:18:00 AM,3,3
03-07-16,12:47:00 PM,57,8
15-08-16,10:36:00 AM,45,5
12-10-16,4:35:00 PM,24,2
27-03-14,11:29:00 AM,25,6
22-10-13,4:06:00 PM,30,8
15-10-13,4:04:00 PM,3,2
02-10-15,9:34:00 AM,55,1
18-06-16,10:33:00 AM,40,4
30-06-15,12:40:00 PM,1,6
18-08-13,4:11:00 PM,52,10
01-05-13,3:51:00 PM,4,7
30-03-14,1:16:00 PM,3,1
01-12-13,12:32:00 PM,38,6
05-02-15,2:14:00 PM,41,4
24-11-13,2:14:00 PM,11,9
25-02-14,11:37:00 AM,44,6
08-06-13,11:49:00 AM,5,9
18-10-13,4:23:00 PM,24,8
22-09-16,2:13:00 PM,50,6
10-06-16,10:54:00 AM,53,4
06-01-17,12:13:00 PM,26,4
23-07-16,9:36:00 AM,12,3
03-02-13,11:31:00 AM,7,1
18-07-14,4:32:00 PM,35,10
28-03-14,10:59:00 AM,32,10
05-09-13,3:39:00 PM,4,10
04-02-14,1:12:00 PM,16,10
30-03-16,2:54:00 PM,19,3
24-04-14,12:34:00 PM,24,4
28-04-13,12:46:00 PM,42,4
08-08-15,3:35:00 PM,2,5
19-08-15,12:36:00 PM,14,8
01-04-14,1:29:00 PM,19,8
29-08-16,1:59:00 PM,42,8
29-03-16,4:57:00 PM,52,2
16-12-16,4:00:00 PM,45,2
03-01-16,9:09:00 AM,44,6
01-06-16,3:21:00 PM,16,5
17-08-13,11:55:00 AM,10,6
03-07-15,12:18:00 PM,37,8
02-05-16,9:42:00 AM,40,6
09-05-14,11:37:00 AM,26,1
09-08-13,9:01:00 AM,24,10
09-06-14,10:51:00 AM,56,8
26-11-15,4:18:00 PM,2,3
30-01-14,4:58:00 PM,9,6
13-09-13,4:44:00 PM,31,8
30-06-16,11:29:00 AM,48,2
17-06-13,12:04:00 PM,33,3
04-01-13,10:14:00 AM,4,3
26-01-15,11:56:00 AM,6,9
26-11-15,12:34:00 PM,53,5
08-03-14,4:43:00 PM,45,9
17-07-14,3:54:00 PM,21,3
20-07-15,12:08:00 PM,42,1
29-05-13,10:22:00 AM,18,1
23-03-16,4:55:00 PM,55,7
31-05-15,9:18:00 AM,35,5
09-01-15,2:23:00 PM,55,3
18-12-14,10:50:00 AM,2,7
23-05-15,12:26:00 PM,25,3
15-11-13,12:11:00 PM,9,5
21-05-15,9:22:00 AM,38,1
16-06-15,10:03:00 AM,41,9
28-10-13,11:10:00 AM,56,1
19-07-15,9:21:00 AM,52,6
22-05-14,10:34:00 AM,19,8
02-09-13,3:15:00 PM,52,6
06-08-13,1:56:00 PM,8,7
19-03-15,11:56:00 AM,50,3
13-10-13,4:14:00 PM,43,8
06-02-16,11:21:00 AM,8,4
22-11-15,11:56:00 AM,41,5
30-10-16,3:27:00 PM,56,4
07-02-16,10:04:00 AM,6,1
28-02-15,11:27:00 AM,11,9
13-04-16,9:05:00 AM,15,7
17-10-14,12:39:00 PM,37,1
06-10-15,9:25:00 AM,4,5
14-02-14,4:14:00 PM,13,7
16-10-15,2:45:00 PM,35,10
20-11-13,2:54:00 PM,16,2
09-03-16,10:35:00 AM,43,8
